source,object,text,rating,timestamp,url,author,extra_json,pii_emails,pii_phones,urls_in_text,mentions,hashtags,source_type,char_len,word_len,sent_count,place_id,timestamp_iso,year,month,dow,hour,dry_season_flag,profanity_flag,label_star,label_sentiment,parent_url,chunk_ix
google_maps,Museum and Art Gallery of the Northern Territory,Great place to spend a couple of hours. Very Interesting exhibitions. Lots of history and culture here. Friendly staff. Only downside is that the bicycle parking was not shaded. Not wanting to return to a melted saddle i had to park it accross the road at the ski club.,4.0,2025-09-13T11:52:04+00:00,https://maps.google.com/?cid=4079332118394336855,Nyn Ke,"{""place_id"": ""ChIJF8yAuqiRwCwRV3a8zfKynDg"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,269,49,7,ChIJF8yAuqiRwCwRV3a8zfKynDg,2025-09-13 11:52:04,2025.0,9.0,5.0,21.0,1,0,4.0,pos,,
google_maps,Museum and Art Gallery of the Northern Territory,"Definately recommend visiting the Museum and Art Gallery of the NT. There is a lot to see here from the entomology displays, cyclone Tracey exhibit and the amazing Aboriginal and Torres Strait Islander art. I would definately set aside more time than you expect to look at everything on display. We were lucky enough to visit during the Telstra NATSIA display. The artwork was so varied and captivating it was difficult to select a favourite to vote for.",5.0,2025-08-06T12:51:33+00:00,https://maps.google.com/?cid=4079332118394336855,Kylie,"{""place_id"": ""ChIJF8yAuqiRwCwRV3a8zfKynDg"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,454,78,6,ChIJF8yAuqiRwCwRV3a8zfKynDg,2025-08-06 12:51:33,2025.0,8.0,2.0,22.0,1,0,5.0,pos,,
google_maps,Museum and Art Gallery of the Northern Territory,"Great! So much to see, I wish we'd allowed more time for the visit. But we did get round to see everything (just). The Cyclone Tracy display is very vivid and interesting, lots of footage and interviews from the time. The collections of marine animal, birds and insects were very well displayed, beautiful to look at. The contemporary Aboriginal art exhibition which was stunning.",5.0,2025-06-30T10:56:53+00:00,https://maps.google.com/?cid=4079332118394336855,Celeste Hill,"{""place_id"": ""ChIJF8yAuqiRwCwRV3a8zfKynDg"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,380,64,7,ChIJF8yAuqiRwCwRV3a8zfKynDg,2025-06-30 10:56:53,2025.0,6.0,0.0,20.0,1,0,5.0,pos,,
google_maps,Museum and Art Gallery of the Northern Territory,"This Museum exceeded our expectations, especially as it’s free. Very interesting, lovely staff, also great cafe and a wonderful gift shop if you’re looking for a special aboriginal momento. Well worth visiting.",5.0,2025-09-19T09:06:28+00:00,https://maps.google.com/?cid=4079332118394336855,Rosemary Sherriffs,"{""place_id"": ""ChIJF8yAuqiRwCwRV3a8zfKynDg"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,210,32,4,ChIJF8yAuqiRwCwRV3a8zfKynDg,2025-09-19 09:06:28,2025.0,9.0,4.0,18.0,1,0,5.0,pos,,
google_maps,Museum and Art Gallery of the Northern Territory,"What an amazing museum! So many exhibits to see and learn about. They have something for everyone including art, animals (sea, land, and air), local Darwin history, maritime history, and much more. Oh and it's also FREE?!?",5.0,2025-08-25T06:48:07+00:00,https://maps.google.com/?cid=4079332118394336855,JR Brennan,"{""place_id"": ""ChIJF8yAuqiRwCwRV3a8zfKynDg"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,222,37,5,ChIJF8yAuqiRwCwRV3a8zfKynDg,2025-08-25 06:48:07,2025.0,8.0,0.0,16.0,1,0,5.0,pos,,
google_maps,Stokes Hill Wharf,"Always a great place, especially in the evenings. Great selection of food plus alchol shop. Pricing is acceptable & once the lights come 9n below wharf you can catch a great show when Dolphins come in to catch the giant squid. I'm am in wheelchair and caught public bus from city centre.",5.0,2025-08-21T04:55:44+00:00,https://maps.google.com/?cid=5866181436877670852,Kevan,"{""place_id"": ""ChIJuQbxUQKRwCwRxIkVve_caFE"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,287,52,5,ChIJuQbxUQKRwCwRxIkVve_caFE,2025-08-21 04:55:44,2025.0,8.0,3.0,14.0,1,0,5.0,pos,,
google_maps,Stokes Hill Wharf,"One of the best spots in darwin! So many good and beverage choices! Ice cream! Tacos! Seafood! Its got it all. There is a dedicated fishing area also. Carpark can get full quickly, i recommended walking there if possible, taxis do frequent the car park also",5.0,2025-08-26T01:54:30+00:00,https://maps.google.com/?cid=5866181436877670852,Sim W,"{""place_id"": ""ChIJuQbxUQKRwCwRxIkVve_caFE"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,257,46,8,ChIJuQbxUQKRwCwRxIkVve_caFE,2025-08-26 01:54:30,2025.0,8.0,1.0,11.0,1,0,5.0,pos,,
google_maps,Stokes Hill Wharf,"This is a lovely walk coming from the convention center or waterfront precinct. Once you get there (hop on and off bus takes you there too) there are several eateries, locals fishing, Royal Flying Doctor service and more. Overlooking the water is a beautiful sight to see! Cruise ships come in and out of here as well.",5.0,2025-09-03T05:41:20+00:00,https://maps.google.com/?cid=5866181436877670852,Jane Frances,"{""place_id"": ""ChIJuQbxUQKRwCwRxIkVve_caFE"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,318,57,5,ChIJuQbxUQKRwCwRxIkVve_caFE,2025-09-03 05:41:20,2025.0,9.0,2.0,15.0,1,0,5.0,pos,,
google_maps,Stokes Hill Wharf,"Stokes Hill Wharf offers a lovely waterfront setting, and the crocodile skewers were surprisingly tasty. However, we found the overall food prices to be on the higher side for what you get. Still, it’s a nice spot to enjoy a meal with a view—just be prepared to pay a bit more.",5.0,2025-04-18T09:27:55+00:00,https://maps.google.com/?cid=5866181436877670852,teo nguyen,"{""place_id"": ""ChIJuQbxUQKRwCwRxIkVve_caFE"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,277,51,4,ChIJuQbxUQKRwCwRxIkVve_caFE,2025-04-18 09:27:55,2025.0,4.0,4.0,18.0,0,0,5.0,pos,,
google_maps,Stokes Hill Wharf,"Royal Flying Doctor and bombing of Darwin Harbour Outstanding audio visuals, excellent information - truly engaging and immersion. Highly recommended.",5.0,2025-08-17T04:05:19+00:00,https://maps.google.com/?cid=5866181436877670852,Harry Hoogendoorn,"{""place_id"": ""ChIJuQbxUQKRwCwRxIkVve_caFE"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,150,20,3,ChIJuQbxUQKRwCwRxIkVve_caFE,2025-08-17 04:05:19,2025.0,8.0,6.0,13.0,1,0,5.0,pos,,
google_maps,Crocosaurus Cove,"What a great experience! A must do while your in Darwin, the staff are great and friendly too! Make sure you catch the variety of feeding and informative shows they have. Recommended getting the pass out at lunch and grabbing some local cuisine before heading back in for the arvo. Cool little gift shop also",5.0,2025-08-18T06:43:04+00:00,https://maps.google.com/?cid=2804554642012604617,Sim W,"{""place_id"": ""ChIJJ2dGsgmRwCwRyYhVdpbH6yY"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,308,55,5,ChIJJ2dGsgmRwCwRyYhVdpbH6yY,2025-08-18 06:43:04,2025.0,8.0,0.0,16.0,1,0,5.0,pos,,
google_maps,Crocosaurus Cove,"Highly recommend you check this place out. For 40$ AUD per adult, you can get a fun enough experience. You can pay more to do things like feed the crocodiles and swim in a tank nearby. This place is mind blowing for sure as I’ve never seen an animal that large from up close. You don’t need to buy tickets in advance for the basic entry ticket. I am unsure if you have to buy in advance for the other options.",5.0,2025-07-11T20:42:03+00:00,https://maps.google.com/?cid=2804554642012604617,Chris,"{""place_id"": ""ChIJJ2dGsgmRwCwRyYhVdpbH6yY"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,409,81,7,ChIJJ2dGsgmRwCwRyYhVdpbH6yY,2025-07-11 20:42:03,2025.0,7.0,5.0,6.0,1,0,5.0,pos,,
google_maps,Crocosaurus Cove,"Overhyped and mainly for kids, attractions are standard and very basic. The croc feeding is comedic at best. You can certainly hold the baby crocs, but the picture is $35. The swimming with the crocs looked super lame as well. The croc just sits there while you splash about in a plastic container for $$$$! Like other reviews stated, the other park is better, especially for the crazy entrance fee.",3.0,2025-08-30T03:03:52+00:00,https://maps.google.com/?cid=2804554642012604617,famousaj1,"{""place_id"": ""ChIJJ2dGsgmRwCwRyYhVdpbH6yY"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,399,70,7,ChIJJ2dGsgmRwCwRyYhVdpbH6yY,2025-08-30 03:03:52,2025.0,8.0,5.0,12.0,1,0,3.0,neu,,
google_maps,Crocosaurus Cove,We really enjoyed Crocosaurus cove. Good viewing of the crocodiles with feeding sessions. Lots of reptiles to see and there was a snake and reptile show. We also got to see the people in the clear cage swim in the croc pool. All exhibits were easy to see. It's in the city and easy to get to. I would recommend a visit.,5.0,2025-07-20T07:59:49+00:00,https://maps.google.com/?cid=2804554642012604617,Leo,"{""place_id"": ""ChIJJ2dGsgmRwCwRyYhVdpbH6yY"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,319,62,8,ChIJJ2dGsgmRwCwRyYhVdpbH6yY,2025-07-20 07:59:49,2025.0,7.0,6.0,17.0,1,0,5.0,pos,,
google_maps,Crocosaurus Cove,"Awesome day out, well worth the money we spent. We witnessed a snake eating a rat! We held a lizard & a snake at no extra cost, we seen many snakes, crocodiles, turtles and lizards. Crocodile show was fantastic, when in Darwin we would go the again.",5.0,2025-07-25T11:01:40+00:00,https://maps.google.com/?cid=2804554642012604617,Angela Kennedy,"{""place_id"": ""ChIJJ2dGsgmRwCwRyYhVdpbH6yY"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,249,47,5,ChIJJ2dGsgmRwCwRyYhVdpbH6yY,2025-07-25 11:01:40,2025.0,7.0,4.0,20.0,1,0,5.0,pos,,
google_maps,Woolworths Darwin City,I don’t recommend getting any oysters/prawns because they have been off for days and they all smell so bad and off too. Everyday walking past that section having to smell that off and bad aroma is so disgusting and disappointing. They say it’s fresh but really not at all. The amount of people stealing and getting away with it so shameful to see it everyday and having some people to ask you for money to pay for things that they have with them when your just trying to have a good day shopping is awful. They need to change this up here literally,1.0,2025-08-10T16:43:39+00:00,https://maps.google.com/?cid=8127742133251979638,Steven Kmaravas,"{""place_id"": ""ChIJO8qr1wuRwCwRdrl1VmiKy3A"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,548,103,5,ChIJO8qr1wuRwCwRdrl1VmiKy3A,2025-08-10 16:43:39,2025.0,8.0,0.0,2.0,1,0,1.0,neg,,
google_maps,Woolworths Darwin City,"A pretty complete range of food, like you would expect to see at woolies. Sometimes intoxicated local would hassle customers for money/ smokes out the front or carpark. So its a welcome sight to see they now have some security out the front to help deal with situations.",4.0,2025-08-14T03:27:19+00:00,https://maps.google.com/?cid=8127742133251979638,Dash,"{""place_id"": ""ChIJO8qr1wuRwCwRdrl1VmiKy3A"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,270,48,4,ChIJO8qr1wuRwCwRdrl1VmiKy3A,2025-08-14 03:27:19,2025.0,8.0,3.0,12.0,1,0,4.0,pos,,
google_maps,Woolworths Darwin City,"Today 23 May 2025, I went to this shop at 8.30 am and I have work at 9 am so i’m looking for half price items real quick but unfortunately when I went to the automatic cashier machine the computer not yet updated so it’s still with the normal price, so I call the one in charge which is the old lady and it was 8.40 am already and she help me to check the items and is true the computer not updated yet! And I ask to her to move to the other computer because the other one is updated but she didn’t allowed me to move, this is unprofessional she said I need to do it here, so what the purpose for the others computer when the customer in the hurry??? Please for the management look after your employees very well with a good training and don’t make it hard to solve the problem! This is not the 50’s years back. Come on you need to wake up!!!! Stop to be stubborn.",1.0,2025-05-22T23:27:05+00:00,https://maps.google.com/?cid=8127742133251979638,Jeffo N,"{""place_id"": ""ChIJO8qr1wuRwCwRdrl1VmiKy3A"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,864,174,9,ChIJO8qr1wuRwCwRdrl1VmiKy3A,2025-05-22 23:27:05,2025.0,5.0,4.0,8.0,1,0,1.0,neg,,
google_maps,Woolworths Darwin City,"As a long-standing customer, I feel compelled to express my dissatisfaction with the current state of Woolworths stores. In recent visits, I have repeatedly encountered disorganisation across various store locations, with items misplaced or unavailable, making the shopping experience unnecessarily frustrating. More concerning, however, is the noticeably poor quality of fresh produce on several occasions. I have found vegetables and fruits that are visibly spoiled or well past their best-before date. This is unacceptable given that customers are paying full retail prices and reasonably expect fresh, safe-to-consume products. In addition, while product prices continue to rise — often with little to no notice beyond a simple price tag change — there seems to be no corresponding improvement in quality, service, or customer experience. This raises questions about the company’s priorities and commitment to value. I urge Woolworths to address these ongoing quality and operational issues with urgency. Customers deserve better — we are not asking for free goods; we are simply asking for fair value and consistent standards. I hope this feedback is taken seriously and acted upon in the interest of all shoppers.",1.0,2025-04-17T17:17:09+00:00,https://maps.google.com/?cid=8127742133251979638,Prabin Dahal,"{""place_id"": ""ChIJO8qr1wuRwCwRdrl1VmiKy3A"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,1219,184,11,ChIJO8qr1wuRwCwRdrl1VmiKy3A,2025-04-17 17:17:09,2025.0,4.0,4.0,2.0,0,0,1.0,neg,,
google_maps,Woolworths Darwin City,"Well stocked Supermarket in central Darwin. Free off street parking available but can be a challenge during peak times, especially end of the working day.",4.0,2025-08-27T08:49:48+00:00,https://maps.google.com/?cid=8127742133251979638,Leonie Smith,"{""place_id"": ""ChIJO8qr1wuRwCwRdrl1VmiKy3A"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,154,25,3,ChIJO8qr1wuRwCwRdrl1VmiKy3A,2025-08-27 08:49:48,2025.0,8.0,2.0,18.0,1,0,4.0,pos,,
google_maps,Darwin Military Museum,"The Darwin Military Museum is a must-visit if you’re in Darwin! I found it fascinating because it really brings the city’s history to life, especially the events of 1942 during World War II. Walking through the museum, you get to see an impressive collection of army trucks , uniforms ️, and historic weapons . The displays are well set out and give you a real sense of what Darwin went through during the bombing raids. The multimedia presentations and exhibits make the history feel alive — it’s not just reading information, it’s like stepping back in time. If you love history, the military, or just want to understand Darwin on a deeper level, this place is definitely worth the visit.",5.0,2025-09-08T03:51:50+00:00,https://maps.google.com/?cid=9184098205342020411,Anne & Mark,"{""place_id"": ""ChIJyxzAJluSwCwRO7O2h6h4dH8"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,690,120,7,ChIJyxzAJluSwCwRO7O2h6h4dH8,2025-09-08 03:51:50,2025.0,9.0,0.0,13.0,1,0,5.0,pos,,
google_maps,Darwin Military Museum,"WOW. This has to one of the best museums I have visited in a long time. The cinema was so great and the movie was very well made. Displays were also well worth the visit, and as someone coming from Europe, it was nice to see all the exhibits and get a view on the war from the other side of the world. We spent good well over two hours and we would definetely come again. Thank you",5.0,2025-09-13T05:22:07+00:00,https://maps.google.com/?cid=9184098205342020411,David Sharp,"{""place_id"": ""ChIJyxzAJluSwCwRO7O2h6h4dH8"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,381,78,6,ChIJyxzAJluSwCwRO7O2h6h4dH8,2025-09-13 05:22:07,2025.0,9.0,5.0,14.0,1,0,5.0,pos,,
google_maps,Darwin Military Museum,For the war historians this museum is a must. Be prepared to spend at least half a day there. There is an interesting film presentation which should not be missed and a number of interactive panels to explore.,5.0,2025-09-17T13:34:03+00:00,https://maps.google.com/?cid=9184098205342020411,Graeme Hughes,"{""place_id"": ""ChIJyxzAJluSwCwRO7O2h6h4dH8"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,209,38,4,ChIJyxzAJluSwCwRO7O2h6h4dH8,2025-09-17 13:34:03,2025.0,9.0,2.0,23.0,1,0,5.0,pos,,
google_maps,Darwin Military Museum,"Wow! You need to stop here and allow a few hours! There is an interactive room that locks up and plays a re-enactment of the day Darwin was bombed; there is an interactive table which allows you to listen to first count stories and there are so many areas & stories to read and explore! So much thought has gone into this museum and it is well looked after. Plenty of parking, toilets and a tiny Cafe and gift shop. Well done to Norm & the staff. Will be taking all out Southern Visitors to share this exceptional experience.",5.0,2025-06-14T03:32:58+00:00,https://maps.google.com/?cid=9184098205342020411,Bernie Lea,"{""place_id"": ""ChIJyxzAJluSwCwRO7O2h6h4dH8"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,525,99,8,ChIJyxzAJluSwCwRO7O2h6h4dH8,2025-06-14 03:32:58,2025.0,6.0,5.0,13.0,1,0,5.0,pos,,
google_maps,Darwin Military Museum,"Quite good if your ok with self guided. There was a lot to look at and the information was good but you need a fair amount of time to read everything. The interactive screens are good and the show was informative but left out a lot of details, leaving you searching for more info. I thought I would have a better understanding of the history leaving the theatre, but then found it in pieces while walking around the property.",4.0,2025-04-19T06:44:06+00:00,https://maps.google.com/?cid=9184098205342020411,Alex Oates,"{""place_id"": ""ChIJyxzAJluSwCwRO7O2h6h4dH8"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,425,79,5,ChIJyxzAJluSwCwRO7O2h6h4dH8,2025-04-19 06:44:06,2025.0,4.0,5.0,16.0,0,0,4.0,pos,,
google_maps,George Brown Darwin Botanic Gardens,"A mouthful of a name for Darwin's Botanic gardens but George Brown is the very reason it is still in a good state after Cyclone Tracey of 1974. Did a guided walk with Walk Darwin & according to guide John, this was not the only cyclone to wreak damage in the gardens. It is expansive, so you will get an excellent workout as it is set on a hilly slope - find a layout map if you want to get through it all. Notable section is the Madagascar & African garden with massive Baob trees incl the local native Adansonia Gregorii. Waterfall has not worked for quite awhile & it is evident parts of the garden is neglected. Interesting tropical trees like Ashoka Seraca (religious significance to Buddhists), toxic Suicide Tree (Cerberus Odallam) - up there with Death Cap mushies 🫣, Pride of Burma Amhertsia, Black Bean Moreton chestnut tree, Sausage Tree (er.. rr..true - from Africa) & quite few others used in perfumes, medicinal oils or just plain quirky. Main entrance is actually across the road from Mindil Sunset Beach area - look for Eva's Cafe on google which is just past entrance. Interesting sculptures scattered around, some good & others like the dinosaurs in the cycad area plain garish (cast off from elsewhere). The Centre is worth a visit for background & seed saving history. We spotted a Rufuos Owl & you will see & hear the ubiquitous native scrubfowls. Wld be really good to visit this special garden in the wet season - bit too hot, humid & parched on our guided tour on Sun 27/7/25 a week ago to enjoy it properly though I still did!",4.0,2025-08-05T10:45:45+00:00,https://maps.google.com/?cid=6178261414197588498,The Melbie,"{""place_id"": ""ChIJWfUCiYKRwCwREvK_ugWYvVU"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,1551,280,14,ChIJWfUCiYKRwCwREvK_ugWYvVU,2025-08-05 10:45:45,2025.0,8.0,1.0,20.0,1,0,4.0,pos,,
google_maps,George Brown Darwin Botanic Gardens,"A beautiful part of Darwin. Completely different here in the dry season. Lots of birds, trees and walking trails. They were setting up for a concert the next day in one area. Great place to come and sit, read a book, go for a walk or have a picnic.",5.0,2025-06-09T02:36:16+00:00,https://maps.google.com/?cid=6178261414197588498,Bob Elliott,"{""place_id"": ""ChIJWfUCiYKRwCwREvK_ugWYvVU"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,248,49,6,ChIJWfUCiYKRwCwREvK_ugWYvVU,2025-06-09 02:36:16,2025.0,6.0,0.0,12.0,1,0,5.0,pos,,
google_maps,George Brown Darwin Botanic Gardens,"Nice gardens but the kids play area is a miss. Supposed to be renovated but just fenced off doesn't look like anything is happening and was supposed to be finished by now. My grandson was very disappointed. Cafe staff are lovely, helpful and friendly.",3.0,2025-06-21T06:52:19+00:00,https://maps.google.com/?cid=6178261414197588498,Pamela Rivers,"{""place_id"": ""ChIJWfUCiYKRwCwREvK_ugWYvVU"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,251,44,5,ChIJWfUCiYKRwCwREvK_ugWYvVU,2025-06-21 06:52:19,2025.0,6.0,5.0,16.0,1,0,3.0,neu,,
google_maps,George Brown Darwin Botanic Gardens,"We came to have a look the garden today (5 June 2025 ), went to their information centre, got the map of the garden. Very difficult to follow the map and the actual garden especially when you're an elderly. A few section were closed today. The garden itself was well kept, tidy and clean. Ended up spending the whole morning at the nice Cafe there.",3.0,2025-06-05T12:52:56+00:00,https://maps.google.com/?cid=6178261414197588498,Julet Julet,"{""place_id"": ""ChIJWfUCiYKRwCwREvK_ugWYvVU"", ""reviews_sort"": ""most_relevant""}",0,0,,,,google,348,65,6,ChIJWfUCiYKRwCwREvK_ugWYvVU,2025-06-05 12:52:56,2025.0,6.0,3.0,22.0,1,0,3.0,neu,,
